time,open,high,low,close
2010-10-22,0.00008,0.00008,0.00008,0.00008
2010-10-25,0.00007,0.00012,0.00007,0.0001
2010-10-26,0.0001,0.00014,0.0001,0.00011
2010-10-27,0.00011,0.00014,0.00011,0.00014
2010-10-28,0.00014,0.00014,0.00013,0.00013
2010-10-29,0.00013,0.00014,0.00013,0.00014
2010-11-01,0.00014,0.00014,0.00013,0.00014
2010-11-02,0.00014,0.00014,0.00014,0.00014
2010-11-03,0.00014,0.00021,0.00009,0.00015
2010-11-04,0.00014,0.00017,0.00014,0.00016
2010-11-05,0.00015,0.00019,0.00015,0.00019
2010-11-08,0.00024,0.00027,0.00016,0.00017
2010-11-09,0.00017,0.00023,0.00014,0.00017
2010-11-10,0.00017,0.00017,0.0001,0.00016
2010-11-11,0.00016,0.00017,0.00015,0.00016
2010-11-12,0.00016,0.00021,0.00016,0.00021
2010-11-15,0.0002,0.00021,0.0002,0.0002
2010-11-16,0.0002,0.00021,0.00018,0.00018
2010-11-17,0.00018,0.00022,0.00016,0.00021
2010-11-18,0.00021,0.00021,0.00017,0.0002
2010-11-19,0.0002,0.00021,0.0002,0.0002
2010-11-22,0.00021,0.00021,0.0002,0.00021
2010-11-23,0.00021,0.00021,0.0002,0.0002
2010-11-24,0.00021,0.00021,0.0002,0.00021
2010-11-25,0.00021,0.00021,0.0002,0.0002
2010-11-26,0.0002,0.00021,0.0002,0.00021
2010-11-29,0.00021,0.00021,0.00016,0.00018
2010-11-30,0.00018,0.00019,0.00015,0.00015
2010-12-01,0.00015,0.00017,0.00015,0.00017
2010-12-02,0.00016,0.00018,0.00016,0.00018
2010-12-03,0.00018,0.00018,0.00017,0.00018
2010-12-06,0.00016,0.00016,0.00013,0.00014
2010-12-07,0.00014,0.00018,0.00012,0.00017
2010-12-08,0.00017,0.00017,0.00016,0.00017
2010-12-09,0.00016,0.00017,0.00012,0.00014
2010-12-10,0.00014,0.00015,0.00013,0.00015
2010-12-13,0.00016,0.00016,0.00015,0.00016
2010-12-14,0.00016,0.00017,0.00015,0.00015
2010-12-15,0.00016,0.00018,0.00015,0.00018
2010-12-16,0.00017,0.00019,0.00016,0.00018
2010-12-17,0.00018,0.00018,0.00017,0.00017
2010-12-20,0.00017,0.0002,0.00017,0.00019
2010-12-21,0.00019,0.00019,0.00017,0.00017
2010-12-22,0.00018,0.00018,0.00018,0.00018
2010-12-23,0.00018,0.00018,0.00017,0.00018
2010-12-24,0.00018,0.00018,0.00018,0.00018
2010-12-27,0.00018,0.0002,0.00018,0.00019
2010-12-28,0.00019,0.0002,0.00019,0.0002
2010-12-29,0.0002,0.00021,0.00019,0.00021
2010-12-30,0.00021,0.00021,0.00021,0.00021
2010-12-31,0.00021,0.00021,0.00021,0.00021
2011-01-03,0.00021,0.00021,0.0002,0.00021
2011-01-04,0.00021,0.00022,0.00021,0.00021
2011-01-05,0.00022,0.00022,0.00021,0.00022
2011-01-06,0.00022,0.00022,0.00021,0.00022
2011-01-07,0.00022,0.00024,0.00021,0.00023
2011-01-10,0.00024,0.00024,0.00023,0.00024
2011-01-11,0.00024,0.00024,0.00023,0.00024
2011-01-12,0.00024,0.00026,0.00023,0.00023
2011-01-13,0.00023,0.00029,0.00023,0.00023
2011-01-14,0.00023,0.00033,0.00023,0.00029
2011-01-17,0.00028,0.00028,0.00027,0.00027
2011-01-18,0.00027,0.00027,0.00023,0.00023
2011-01-19,0.00023,0.00023,0.00022,0.00022
2011-01-20,0.00022,0.00027,0.00022,0.00026
2011-01-21,0.00027,0.00033,0.00027,0.00032
2011-01-24,0.00033,0.00033,0.00028,0.00031
2011-01-25,0.00031,0.00032,0.0003,0.00031
2011-01-26,0.00031,0.00032,0.00029,0.0003
2011-01-27,0.0003,0.00034,0.0003,0.00032
2011-01-28,0.00032,0.00033,0.00032,0.00033
2011-01-31,0.00035,0.00071,0.00035,0.00038
2011-02-01,0.00041,0.00064,0.00039,0.0005
2011-02-02,0.00053,0.00057,0.00051,0.00056
2011-02-03,0.00055,0.00056,0.00049,0.00053
2011-02-04,0.00053,0.00065,0.0005,0.00063
2011-02-07,0.00067,0.00067,0.00062,0.00063
2011-02-08,0.00065,0.00067,0.00063,0.00067
2011-02-09,0.00067,0.0008,0.0006,0.00073
2011-02-10,0.00073,0.00081,0.00059,0.00071
2011-02-11,0.00073,0.0008,0.00068,0.00073
2011-02-14,0.00077,0.0008,0.00076,0.00079
2011-02-15,0.00078,0.0008,0.00075,0.00076
2011-02-16,0.00076,0.00077,0.00075,0.00076
2011-02-17,0.00076,0.00076,0.00074,0.00075
2011-02-18,0.00074,0.00075,0.00056,0.00064
2011-02-21,0.0006,0.00063,0.00059,0.00059
2011-02-22,0.00059,0.00068,0.00059,0.00066
2011-02-23,0.00064,0.00067,0.00061,0.00066
2011-02-24,0.00064,0.00072,0.00064,0.00068
2011-02-25,0.00071,0.00071,0.00065,0.00069
2011-02-28,0.00066,0.00066,0.0006,0.00062
2011-03-01,0.00065,0.00069,0.0006,0.00064
2011-03-02,0.00064,0.00066,0.00063,0.00063
2011-03-03,0.00066,0.00066,0.00063,0.00064
2011-03-04,0.00066,0.00066,0.00063,0.00063
2011-03-07,0.00059,0.00063,0.00059,0.00061
2011-03-08,0.00062,0.00062,0.00059,0.00061
2011-03-09,0.0006,0.00061,0.00059,0.0006
2011-03-10,0.00059,0.00062,0.00059,0.00061
2011-03-11,0.00061,0.00066,0.0006,0.00064
2011-03-14,0.00062,0.00063,0.00062,0.00062
2011-03-15,0.00063,0.00064,0.00062,0.00063
2011-03-16,0.00063,0.00064,0.0006,0.00061
2011-03-17,0.0006,0.00063,0.00058,0.00058
2011-03-18,0.00061,0.00061,0.0005,0.00058
2011-03-21,0.00053,0.00054,0.00052,0.00053
2011-03-22,0.00052,0.00056,0.00052,0.00056
2011-03-23,0.00055,0.00059,0.00055,0.00057
2011-03-24,0.00057,0.00062,0.00057,0.00062
2011-03-25,0.0006,0.00063,0.0006,0.00061
2011-03-28,0.00057,0.0006,0.00053,0.00056
2011-03-29,0.00056,0.00057,0.00054,0.00054
2011-03-30,0.00056,0.00056,0.00054,0.00055
2011-03-31,0.00055,0.00056,0.00054,0.00055
2011-04-01,0.00055,0.00056,0.00054,0.00054
2011-04-04,0.00054,0.00055,0.00039,0.00048
2011-04-05,0.00048,0.00051,0.0004,0.00051
2011-04-06,0.00051,0.00051,0.00047,0.00051
2011-04-07,0.0005,0.00053,0.00049,0.00053
2011-04-08,0.00053,0.00055,0.0005,0.00051
2011-04-11,0.00049,0.00054,0.00048,0.00054
2011-04-12,0.00054,0.00062,0.00052,0.00062
2011-04-13,0.0006,0.00069,0.00059,0.00063
2011-04-14,0.00064,0.00068,0.00062,0.00068
2011-04-15,0.00068,0.00074,0.00062,0.00066
2011-04-18,0.0007,0.00081,0.0007,0.00077
2011-04-19,0.00077,0.0008,0.00075,0.0008
2011-04-20,0.0008,0.0008,0.00075,0.00076
2011-04-21,0.00076,0.0008,0.00076,0.00079
2011-04-22,0.00079,0.00093,0.00079,0.00091
2011-04-25,0.00107,0.00113,0.00101,0.00103
2011-04-26,0.00103,0.00118,0.00102,0.00118
2011-04-27,0.00116,0.00129,0.00113,0.00126
2011-04-28,0.00126,0.00173,0.00109,0.00145
2011-04-29,0.00145,0.00189,0.00144,0.00177
2011-05-02,0.002,0.00224,0.00195,0.00207
2011-05-03,0.00208,0.00227,0.00201,0.00212
2011-05-04,0.00217,0.00234,0.00212,0.00229
2011-05-05,0.00226,0.00234,0.00224,0.00232
2011-05-06,0.00229,0.00242,0.00221,0.00233
2011-05-09,0.00258,0.00264,0.00245,0.00252
2011-05-10,0.00253,0.00395,0.00251,0.00395
2011-05-11,0.0039,0.00398,0.00302,0.00343
2011-05-12,0.00356,0.00431,0.00344,0.00424
2011-05-13,0.00424,0.00567,0.00404,0.00525
2011-05-16,0.00425,0.00567,0.00423,0.00534
2011-05-17,0.00529,0.00562,0.00469,0.00488
2011-05-18,0.00472,0.0053,0.00441,0.00464
2011-05-19,0.00448,0.0049,0.00441,0.00469
2011-05-20,0.00469,0.00475,0.00391,0.00397
2011-05-23,0.00443,0.00494,0.00441,0.00459
2011-05-24,0.00459,0.00475,0.00458,0.00459
2011-05-25,0.00459,0.00505,0.00459,0.00495
2011-05-26,0.00494,0.00612,0.00488,0.00574
2011-05-27,0.00573,0.00579,0.00559,0.00563
2011-05-30,0.00546,0.00586,0.00537,0.00569
2011-05-31,0.00569,0.00618,0.00528,0.0057
2011-06-01,0.00567,0.00611,0.00542,0.0061
2011-06-02,0.00609,0.00687,0.00604,0.00673
2011-06-03,0.00675,0.00929,0.00673,0.00856
2011-06-06,0.01065,0.01248,0.01061,0.01219
2011-06-07,0.01218,0.01248,0.01182,0.01246
2011-06-08,0.01245,0.02077,0.01229,0.01823
2011-06-09,0.01822,0.02053,0.01595,0.01849
2011-06-10,0.01846,0.01906,0.01307,0.01614
2011-06-13,0.01321,0.01601,0.01056,0.01089
2011-06-14,0.01103,0.01351,0.01059,0.01224
2011-06-15,0.01223,0.01316,0.01214,0.01268
2011-06-16,0.01267,0.01307,0.0119,0.01206
2011-06-17,0.01207,0.01219,0.00846,0.00887
2011-06-27,0.01096,0.01197,0.00997,0.01116
2011-06-28,0.01115,0.01166,0.011,0.01135
2011-06-29,0.01134,0.0114,0.01103,0.01116
2011-06-30,0.01116,0.01124,0.01107,0.01117
2011-07-01,0.01116,0.01118,0.01048,0.0108
2011-07-04,0.01042,0.01043,0.00879,0.00925
2011-07-05,0.00926,0.00952,0.00726,0.00858
2011-07-06,0.00858,0.0108,0.00829,0.00958
2011-07-07,0.00958,0.01037,0.00949,0.00982
2011-07-08,0.00982,0.00988,0.00902,0.00925
2011-07-11,0.00973,0.00985,0.00887,0.00913
2011-07-12,0.00913,0.00946,0.0089,0.009
2011-07-13,0.00901,0.00902,0.00877,0.00889
2011-07-14,0.00887,0.00888,0.00861,0.00878
2011-07-15,0.00877,0.00892,0.00848,0.00866
2011-07-18,0.00838,0.00841,0.00779,0.00824
2011-07-19,0.00824,0.00917,0.00819,0.00874
2011-07-20,0.00875,0.00882,0.00836,0.0084
2011-07-21,0.00841,0.0086,0.00837,0.00856
2011-07-22,0.00855,0.0087,0.00846,0.00854
2011-07-25,0.00864,0.00913,0.00853,0.0087
2011-07-26,0.00869,0.00876,0.00853,0.00856
2011-07-27,0.00858,0.00871,0.00855,0.00862
2011-07-28,0.00861,0.00865,0.00824,0.00833
2011-07-29,0.00832,0.0085,0.00825,0.00832
2011-08-01,0.00826,0.00836,0.00793,0.008
2011-08-02,0.00806,0.0081,0.00696,0.00746
2011-08-03,0.00744,0.00753,0.00524,0.00563
2011-08-04,0.0056,0.0067,0.00542,0.0066
2011-08-05,0.00661,0.00667,0.00571,0.00579
2011-08-08,0.00432,0.00528,0.00419,0.00452
2011-08-09,0.00451,0.00695,0.0044,0.00579
2011-08-10,0.00579,0.00593,0.00523,0.00554
2011-08-11,0.00553,0.00582,0.00479,0.00513
2011-08-12,0.00515,0.00555,0.00495,0.00541
2011-08-15,0.00623,0.00681,0.00615,0.00631
2011-08-16,0.00631,0.00643,0.00609,0.00616
2011-08-17,0.00616,0.00627,0.00596,0.00602
2011-08-18,0.00602,0.00619,0.00592,0.00598
2011-08-19,0.00597,0.00639,0.0059,0.00622
2011-08-22,0.00613,0.00615,0.00557,0.0058
2011-08-23,0.0058,0.00608,0.00566,0.00601
2011-08-24,0.00596,0.00626,0.00589,0.0062
2011-08-25,0.0062,0.00631,0.00516,0.00557
2011-08-26,0.00558,0.00563,0.00423,0.00443
2011-08-29,0.00487,0.00512,0.00484,0.00496
2011-08-30,0.00495,0.00502,0.00467,0.00482
2011-08-31,0.0048,0.00484,0.0044,0.0045
2011-09-01,0.00449,0.00458,0.00439,0.00453
2011-09-02,0.00453,0.00465,0.00443,0.00448
2011-09-05,0.00432,0.00449,0.00381,0.00395
2011-09-06,0.00394,0.00404,0.00323,0.00343
2011-09-07,0.00345,0.00413,0.00343,0.00388
2011-09-08,0.00385,0.00398,0.00354,0.00354
2011-09-09,0.00356,0.00372,0.00225,0.00273
2011-09-12,0.00366,0.00388,0.00258,0.00324
2011-09-13,0.00324,0.00338,0.00311,0.00313
2011-09-14,0.00313,0.00319,0.00293,0.00305
2011-09-15,0.00305,0.00312,0.00249,0.00276
2011-09-16,0.00276,0.00287,0.0026,0.00269
2011-09-19,0.00287,0.00318,0.00269,0.00306
2011-09-20,0.00306,0.00381,0.00301,0.00338
2011-09-21,0.00338,0.00349,0.00283,0.003
2011-09-22,0.00303,0.00327,0.00301,0.00315
2011-09-23,0.00315,0.00342,0.00311,0.00335
2011-09-26,0.00328,0.00346,0.00293,0.00298
2011-09-27,0.00298,0.00311,0.00289,0.00297
2011-09-28,0.00297,0.00302,0.00282,0.00295
2011-09-29,0.00295,0.00302,0.00288,0.00292
2011-09-30,0.00292,0.0033,0.00291,0.00315
2011-10-03,0.00307,0.0031,0.00294,0.00301
2011-10-04,0.00299,0.00311,0.00295,0.00305
2011-10-05,0.00304,0.00309,0.00295,0.00297
2011-10-06,0.00298,0.003,0.00273,0.00287
2011-10-07,0.00286,0.0029,0.00231,0.00264
2011-10-10,0.00252,0.00254,0.0024,0.00242
2011-10-11,0.00243,0.00246,0.00231,0.00237
2011-10-12,0.00237,0.00266,0.00232,0.00242
2011-10-13,0.0024,0.00251,0.0024,0.00243
2011-10-14,0.00243,0.00246,0.00235,0.00235
2011-10-17,0.00212,0.00222,0.00134,0.00153
2011-10-18,0.00155,0.00177,0.00148,0.00154
2011-10-19,0.00154,0.00155,0.00124,0.00131
2011-10-20,0.00132,0.00148,0.00126,0.0014
2011-10-21,0.00141,0.00167,0.00141,0.00157
2011-10-24,0.00192,0.00195,0.00154,0.0016
2011-10-25,0.0016,0.00184,0.00147,0.00164
2011-10-26,0.00164,0.00167,0.00155,0.00159
2011-10-27,0.00159,0.00177,0.00158,0.00168
2011-10-28,0.00169,0.00186,0.00166,0.00183
2011-10-31,0.00187,0.0019,0.00179,0.00185
2011-11-01,0.00185,0.00196,0.00179,0.00185
2011-11-02,0.00184,0.00191,0.00181,0.00189
2011-11-03,0.00188,0.0019,0.00176,0.00181
2011-11-04,0.00181,0.00183,0.00172,0.0018
2011-11-07,0.00169,0.00171,0.00166,0.00167
2011-11-08,0.00168,0.00179,0.00164,0.00171
2011-11-09,0.00171,0.00175,0.00163,0.00166
2011-11-10,0.00166,0.00169,0.0016,0.0016
2011-11-11,0.00161,0.00167,0.00159,0.00162
2011-11-14,0.00168,0.00168,0.00119,0.00126
2011-11-15,0.00126,0.0014,0.00118,0.00128
2011-11-16,0.00128,0.00141,0.00128,0.00139
2011-11-17,0.00139,0.00148,0.00113,0.00132
2011-11-18,0.00135,0.00139,0.00122,0.00122
2011-11-21,0.00129,0.00138,0.00126,0.00137
2011-11-22,0.00135,0.00139,0.00133,0.00137
2011-11-23,0.00135,0.00141,0.00134,0.00137
2011-11-24,0.00137,0.00151,0.00135,0.00143
2011-11-25,0.00146,0.0015,0.0014,0.0015
2011-11-28,0.00148,0.00148,0.00143,0.00147
2011-11-29,0.00148,0.00174,0.00147,0.0016
2011-11-30,0.00161,0.00177,0.00159,0.00174
2011-12-01,0.00172,0.0018,0.00166,0.00174
2011-12-02,0.00174,0.0018,0.00172,0.00178
2011-12-05,0.0016,0.00169,0.00159,0.00168
2011-12-06,0.00166,0.00178,0.00165,0.00173
2011-12-07,0.00173,0.00178,0.00169,0.00171
2011-12-08,0.00171,0.00174,0.00169,0.00172
2011-12-09,0.00171,0.00177,0.00171,0.00172
2011-12-12,0.0019,0.00195,0.00185,0.00191
2011-12-13,0.00191,0.00198,0.00188,0.00197
2011-12-14,0.00197,0.00204,0.00183,0.002
2011-12-15,0.002,0.00204,0.00197,0.002
2011-12-16,0.002,0.00205,0.00197,0.00201
2011-12-19,0.002,0.00231,0.00199,0.00219
2011-12-20,0.00219,0.00282,0.00217,0.00238
2011-12-21,0.00238,0.00251,0.00235,0.00238
2011-12-22,0.00237,0.00248,0.00218,0.0024
2011-12-23,0.0024,0.00246,0.00238,0.00243
2011-12-26,0.0026,0.00268,0.00237,0.00248
2011-12-27,0.00248,0.00255,0.00247,0.00252
2011-12-28,0.00252,0.00273,0.00251,0.00272
2011-12-29,0.00272,0.00279,0.00267,0.0027
2011-12-30,0.0027,0.00275,0.0026,0.00271
2012-01-02,0.00346,0.00352,0.00307,0.00331
2012-01-03,0.00332,0.00334,0.00293,0.00301
2012-01-04,0.00302,0.00353,0.00295,0.00347
2012-01-05,0.00345,0.00393,0.00337,0.00388
2012-01-06,0.00388,0.00446,0.00378,0.00418
2012-01-09,0.00438,0.00445,0.00359,0.00387
2012-01-10,0.00386,0.00425,0.0037,0.00395
2012-01-11,0.00395,0.00435,0.00389,0.00423
2012-01-12,0.00423,0.00426,0.00383,0.00409
2012-01-13,0.00409,0.00415,0.00395,0.00399
2012-01-16,0.00426,0.00438,0.00397,0.00409
2012-01-17,0.00408,0.00418,0.00379,0.00387
2012-01-18,0.00387,0.00421,0.00281,0.00357
2012-01-19,0.00358,0.00379,0.00345,0.00375
2012-01-20,0.00375,0.004,0.00372,0.00387
2012-01-23,0.00383,0.00384,0.00372,0.00376
2012-01-24,0.00376,0.00383,0.00371,0.00377
2012-01-25,0.00377,0.0038,0.00324,0.00333
2012-01-26,0.00333,0.00347,0.00313,0.00322
2012-01-27,0.00322,0.00323,0.00294,0.00303
2012-01-30,0.00313,0.00326,0.00307,0.00318
2012-01-31,0.00318,0.00324,0.00311,0.00319
2012-02-01,0.0032,0.00356,0.00315,0.00349
2012-02-02,0.00349,0.00355,0.00334,0.00348
2012-02-03,0.00347,0.00349,0.00325,0.00345
2012-02-06,0.00325,0.00335,0.00315,0.00324
2012-02-07,0.00323,0.00333,0.00316,0.00326
2012-02-08,0.00326,0.00335,0.00303,0.00324
2012-02-09,0.00324,0.00337,0.00317,0.00335
2012-02-10,0.00335,0.00345,0.00333,0.00345
2012-02-13,0.00324,0.00331,0.00301,0.00318
2012-02-14,0.00317,0.0032,0.00246,0.00265
2012-02-15,0.00268,0.00282,0.00252,0.00258
2012-02-16,0.00258,0.00262,0.00225,0.00248
2012-02-17,0.00248,0.00275,0.00243,0.00255
2012-02-20,0.00258,0.00258,0.00248,0.00249
2012-02-21,0.00251,0.00254,0.00242,0.00244
2012-02-22,0.00243,0.00259,0.00243,0.00252
2012-02-23,0.00252,0.00292,0.00242,0.00283
2012-02-24,0.00281,0.00287,0.00271,0.00282
2012-02-27,0.00282,0.00283,0.00277,0.00282
2012-02-28,0.00282,0.00283,0.00265,0.00272
2012-02-29,0.00272,0.00288,0.00268,0.00286
2012-03-01,0.00286,0.00292,0.00282,0.00285
2012-03-02,0.00288,0.00289,0.00263,0.00275
2012-03-05,0.00283,0.00297,0.00281,0.00291
2012-03-06,0.00291,0.00303,0.00288,0.00295
2012-03-07,0.00295,0.00303,0.00287,0.00294
2012-03-08,0.00294,0.00297,0.00281,0.0029
2012-03-09,0.0029,0.00292,0.00284,0.00286
2012-03-12,0.00285,0.00291,0.00284,0.00287
2012-03-13,0.0029,0.00319,0.00286,0.00313
2012-03-14,0.00315,0.00333,0.00313,0.0033
2012-03-15,0.00329,0.00332,0.00316,0.00322
2012-03-16,0.00322,0.00328,0.00319,0.00321
2012-03-19,0.00317,0.0032,0.0029,0.00295
2012-03-20,0.00295,0.00296,0.00271,0.00291
2012-03-21,0.00291,0.00295,0.00287,0.00292
2012-03-22,0.00292,0.00297,0.0028,0.00283
2012-03-23,0.00283,0.00291,0.00277,0.00282
2012-03-26,0.00274,0.00285,0.00271,0.00273
2012-03-27,0.00273,0.00288,0.00266,0.00283
2012-03-28,0.00283,0.00291,0.00282,0.00288
2012-03-29,0.00288,0.00293,0.00284,0.00289
2012-03-30,0.00288,0.00293,0.00283,0.00291
2012-04-02,0.00289,0.00303,0.00283,0.00297
2012-04-03,0.00298,0.00301,0.00287,0.00301
2012-04-04,0.00301,0.00306,0.00299,0.00304
2012-04-05,0.00304,0.00304,0.00299,0.00302
2012-04-06,0.00302,0.00304,0.00299,0.00303
2012-04-09,0.0029,0.00293,0.00288,0.00293
2012-04-10,0.00293,0.00298,0.00288,0.00292
2012-04-11,0.00292,0.003,0.00289,0.00295
2012-04-12,0.00295,0.00298,0.00289,0.00294
2012-04-13,0.00293,0.00298,0.00283,0.00297
2012-04-16,0.00299,0.00303,0.00296,0.00301
2012-04-17,0.00301,0.00304,0.00298,0.00302
2012-04-18,0.00302,0.00315,0.00299,0.00312
2012-04-19,0.00312,0.00318,0.00311,0.00311
2012-04-20,0.00311,0.00332,0.0031,0.00331
2012-04-23,0.00316,0.0032,0.00312,0.00316
2012-04-24,0.00316,0.00318,0.00303,0.00312
2012-04-25,0.00312,0.00315,0.00307,0.00312
2012-04-26,0.00313,0.00315,0.00303,0.00307
2012-04-27,0.00307,0.0031,0.00302,0.00307
2012-04-30,0.00297,0.00301,0.00293,0.00298
2012-05-01,0.00297,0.003,0.00295,0.003
2012-05-02,0.003,0.00313,0.00298,0.00307
2012-05-03,0.00307,0.00315,0.00304,0.00311
2012-05-04,0.00311,0.00315,0.00309,0.0031
2012-05-07,0.00307,0.00311,0.00303,0.00308
2012-05-08,0.0031,0.00316,0.00304,0.00311
2012-05-09,0.00314,0.00321,0.00312,0.00317
2012-05-10,0.00318,0.00323,0.0031,0.00314
2012-05-11,0.00313,0.00317,0.00301,0.00314
2012-05-14,0.00312,0.00323,0.00311,0.00323
2012-05-15,0.00323,0.00326,0.00318,0.00325
2012-05-16,0.00325,0.00334,0.00324,0.00329
2012-05-17,0.00329,0.00331,0.0032,0.00323
2012-05-18,0.00323,0.00326,0.00318,0.00321
2012-05-21,0.0032,0.00323,0.00318,0.00319
2012-05-22,0.00319,0.00326,0.00318,0.00324
2012-05-23,0.00325,0.00335,0.00323,0.00329
2012-05-24,0.00329,0.00331,0.00323,0.0033
2012-05-25,0.0033,0.00331,0.00325,0.00327
2012-05-28,0.00325,0.00327,0.00324,0.00326
2012-05-29,0.00326,0.00332,0.00318,0.0033
2012-05-30,0.0033,0.00336,0.00326,0.00329
2012-05-31,0.00329,0.00333,0.00327,0.00331
2012-06-01,0.00331,0.00338,0.00322,0.00322
2012-06-04,0.00322,0.00327,0.0032,0.00324
2012-06-05,0.00324,0.0034,0.00322,0.00333
2012-06-06,0.00333,0.00339,0.0033,0.00336
2012-06-07,0.00336,0.00351,0.00333,0.00349
2012-06-08,0.0035,0.00361,0.00349,0.0035
2012-06-11,0.00341,0.00349,0.00338,0.00347
2012-06-12,0.00347,0.00357,0.00342,0.00354
2012-06-13,0.00355,0.00369,0.00352,0.00365
2012-06-14,0.00365,0.00368,0.00358,0.00366
2012-06-15,0.00366,0.00381,0.00362,0.0038
2012-06-18,0.00381,0.00393,0.00372,0.00385
2012-06-19,0.00385,0.00403,0.00385,0.004
2012-06-20,0.004,0.00417,0.00398,0.00415
2012-06-21,0.00416,0.00433,0.00409,0.00425
2012-06-22,0.00425,0.00429,0.00411,0.00418
2012-06-25,0.00404,0.0041,0.00395,0.00397
2012-06-26,0.00396,0.0041,0.00396,0.00407
2012-06-27,0.0041,0.00423,0.00406,0.00421
2012-06-28,0.0042,0.00428,0.00416,0.00425
2012-06-29,0.00425,0.00426,0.0041,0.00417
2012-07-02,0.00412,0.00424,0.0041,0.00424
2012-07-03,0.00424,0.00424,0.00395,0.00398
2012-07-04,0.00398,0.00406,0.00397,0.00406
2012-07-05,0.00406,0.0042,0.00401,0.00413
2012-07-06,0.00416,0.00424,0.00408,0.00423
2012-07-09,0.00433,0.00443,0.00424,0.0044
2012-07-10,0.00437,0.0046,0.00437,0.00458
2012-07-11,0.00458,0.00461,0.00445,0.00457
2012-07-12,0.00456,0.00467,0.00452,0.00458
2012-07-13,0.0046,0.00504,0.00456,0.00479
2012-07-16,0.00478,0.00521,0.00475,0.00503
2012-07-17,0.00503,0.00595,0.0046,0.00539
2012-07-18,0.00539,0.00596,0.00537,0.00581
